彰銀,	2801
Year,最高價,日期,最低價,日期,收盤平均價
2000,44.10,2/10,12.50,11/21,24.71
2001,23.10,2/02,11.20,9/19,15.40
2002,21.80,4/23,11.20,9/30,15.35
2003,19.70,1/24,13.30,5/22,15.89
2004,25.10,3/05,16.20,8/05,19.61
2005,22.40,1/04,14.65,11/08,17.93
2006,24.20,6/20,15.75,1/03,20.27
2007,24.00,1/03,16.25,12/21,20.51
2008,26.70,4/17,10.35,10/28,18.21
2009,16.70,6/02,9.46,2/24,13.68
2010,26.45,12/31,12.30,5/27,17.11
2011,26.50,1/03,15.00,12/20,21.56
2012,18.75,2/10,14.40,11/01,16.04
2013,18.70,11/25,15.50,8/22,17.08
2014,20.00,7/29,17.00,12/17,18.27
2015,19.30,4/27,13.50,8/24,17.25
2016,17.45,8/09,14.90,1/18,16.41
2017,18.80,4/12,16.10,11/21,17.17
