力麒,	5512
Year,最高價,日期,最低價,日期,收盤平均價
2000,33.30,02/21,4.84,12/18,15.71
2001,7.80,02/20,1.60,11/07,3.92
2002,8.85,05/06,2.71,10/14,4.60
2003,12.40,10/14,3.70,01/02,6.52
2004,15.00,02/23,8.80,05/17,11.23
2005,12.10,06/13,7.20,11/03,9.93
2006,27.80,12/08,10.05,03/08,17.88
2007,27.00,07/17,11.40,12/26,20.81
2008,33.50,04/16,4.16,10/29,15.41
2009,19.05,10/15,3.82,03/03,14.32
2010,20.70,01/11,13.30,05/07,17.48
2011,19.85,01/05,8.85,12/20,16.04
2012,16.15,09/14,10.00,01/02,14.24
2013,16.75,03/07,12.30,11/06,15.01
2014,15.60,04/22,11.95,10/16,13.93
2015,14.10,01/08,8.00,08/25,12.00
2016,10.80,03/23,7.61,11/25,8.98
2017,10.55,06/15,7.84,01/11,9.52
