頎邦,	6147
Year,最高價,日期,最低價,日期,收盤平均價
2002,41.30,04/16,9.90,10/14,20.64
2003,38.00,12/02,9.05,05/02,17.54
2004,56.50,04/12,23.20,08/02,35.48
2005,58.20,12/05,28.20,01/07,40.31
2006,56.20,01/03,26.30,06/21,37.80
2007,52.00,07/20,26.75,12/21,38.66
2008,37.80,05/14,6.72,11/24,22.65
2009,32.20,07/21,8.13,01/15,23.45
2010,57.50,12/07,28.20,02/02,43.39
2011,56.20,01/19,22.10,08/19,36.30
2012,60.00,12/19,28.80,01/02,40.31
2013,83.40,05/31,44.90,12/17,61.67
2014,61.70,11/21,42.85,01/07,52.77
2015,76.40,05/20,39.40,08/24,57.54
2016,61.20,03/02,38.40,05/13,45.24
2017,63.50,11/27,42.90,05/09,51.51
