台燿,	6274
Year,最高價,日期,最低價,日期,收盤平均價
2003,23.60,12/26,16.00,12/18,20.60
2004,30.80,04/23,16.70,07/21,23.30
2005,19.30,03/10,11.40,10/28,14.99
2006,28.15,05/19,14.80,03/07,20.12
2007,22.65,04/24,13.60,12/18,19.13
2008,17.90,05/15,4.74,12/05,12.04
2009,15.50,09/16,4.80,01/21,11.22
2010,18.55,05/19,13.25,01/08,16.40
2011,17.50,02/10,8.15,12/19,15.21
2012,17.30,05/04,8.80,01/02,15.03
2013,24.70,09/03,14.70,01/02,20.27
2014,32.65,04/17,22.50,10/16,27.72
2015,32.30,04/02,19.00,08/25,26.65
2016,43.70,07/25,22.90,01/18,33.91
2017,88.20,10/06,36.60,01/04,59.86
