富驊,	5465
Year,最高價,日期,最低價,日期,收盤平均價
2000,44.70,11/08,12.65,12/27,21.59
2001,39.00,04/12,13.80,09/21,23.03
2002,27.30,01/25,12.30,10/07,18.59
2003,18.90,08/07,13.25,02/12,15.01
2004,20.50,04/13,12.60,08/18,15.06
2005,16.15,03/21,8.95,11/10,12.59
2006,13.65,01/05,6.70,08/24,9.10
2007,16.55,07/31,5.66,12/21,11.05
2008,8.74,05/23,1.50,11/20,4.66
2009,8.01,12/15,1.84,01/21,5.89
2010,10.15,08/02,5.30,11/15,7.86
2011,8.50,10/18,3.70,09/14,5.76
2012,9.70,03/19,4.43,11/08,7.20
2013,9.09,05/31,4.94,01/02,7.42
2014,15.70,12/27,7.03,01/03,11.14
2015,19.20,03/04,9.80,12/21,16.24
2016,18.05,10/04,9.32,01/14,14.98
2017,30.00,07/24,13.10,01/03,23.72
