台郡,	6269
Year,最高價,日期,最低價,日期,收盤平均價
2003,45.90,12/15,29.90,9/23,40.39
2004,54.00,1/27,21.20,11/30,35.93
2005,26.90,3/24,9.20,10/28,17.71
2006,18.70,1/06,9.01,6/21,12.75
2007,20.15,10/29,13.50,8/17,16.65
2008,24.15,5/23,7.78,11/21,16.53
2009,57.70,12/08,10.30,1/15,28.35
2010,62.20,12/15,34.75,5/26,46.04
2011,99.00,7/29,49.10,3/17,70.11
2012,143.00,3/16,77.00,1/02,115.96
2013,121.00,8/23,82.50,3/07,100.18
2014,104.00,1/07,58.90,10/16,80.33
2015,142.00,7/06,68.80,1/06,96.31
2016,94.30,10/27,65.30,1/14,83.24
2017,144.50,8/01,83.80,1/03,111.90
