奇鋐,	3017
Year,最高價,日期,最低價,日期,收盤平均價
2002,46.70,10/31,36.00,10/07,41.50
2003,43.30,12/15,23.50,5/05,32.22
2004,51.50,4/14,24.60,12/02,37.84
2005,30.70,3/11,12.40,11/08,21.90
2006,21.00,1/06,14.05,7/17,16.61
2007,42.50,7/26,18.50,12/21,28.88
2008,28.70,5/16,9.00,11/19,18.94
2009,42.20,12/10,12.20,1/21,25.47
2010,41.75,5/04,29.60,2/06,36.43
2011,36.20,3/11,17.85,12/19,27.34
2012,25.00,2/16,12.70,11/22,17.17
2013,20.80,12/31,13.65,6/21,15.93
2014,26.65,7/25,17.95,10/14,22.15
2015,34.00,12/04,17.20,8/25,25.65
2016,32.30,3/02,22.25,11/09,25.67
2017,38.30,11/29,24.40,4/17,27.13
2018,34.30,1/03,19.95,10/29,27.37
2019,47.75,7/25,23.70,1/04,37.95
