啟碁,	6285
Year,最高價,日期,最低價,日期,收盤平均價
2003,160.00,9/24,119.50,10/09,134.01
2004,141.50,2/24,35.80,8/19,73.54
2005,87.60,6/15,48.50,1/13,67.77
2006,139.00,5/02,63.30,6/21,91.76
2007,108.00,7/27,50.60,12/18,82.64
2008,66.60,5/07,17.00,11/21,42.23
2009,55.60,12/30,19.55,2/13,34.94
2010,74.50,12/14,46.70,2/06,60.38
2011,127.00,6/02,42.50,12/20,85.44
2012,70.50,3/02,39.70,11/22,55.77
2013,78.70,12/11,42.50,6/25,55.95
2014,85.00,7/24,56.10,11/18,71.57
2015,100.00,6/03,54.00,8/24,78.21
2016,102.00,10/04,72.10,5/20,86.04
2017,105.50,8/08,78.50,4/19,88.78
2018,89.10,1/04,63.30,10/11,75.18
