日勝生,	2547
Year,最高價,日期,最低價,日期,收盤平均價
2000,12.10,12/22,10.25,12/30,11.15
2001,10.30,3/29,3.09,7/25,6.15
2002,18.10,4/29,4.34,1/04,10.12
2003,21.70,12/30,5.85,5/02,9.38
2004,44.80,4/08,18.80,1/02,30.21
2005,33.20,1/03,9.75,11/08,18.14
2006,57.50,11/15,12.05,3/17,26.68
2007,55.40,2/27,19.20,11/13,38.26
2008,52.00,5/16,8.19,11/21,26.83
2009,33.20,7/06,8.11,3/03,21.37
2010,46.40,12/01,21.75,2/06,33.18
2011,45.15,1/05,17.95,12/20,32.18
2012,28.20,2/23,17.55,10/26,21.28
2013,29.20,1/17,19.80,6/21,25.68
2014,27.00,4/24,14.70,10/16,21.10
2015,17.75,1/05,9.57,8/25,13.72
2016,11.95,3/25,8.67,11/14,10.01
2017,15.45,4/27,9.25,1/03,12.63
2018,18.30,9/26,10.60,5/03,13.42
2019,15.70,2/20,11.30,12/24,13.11
