霖宏,	5464
Year,最高價,日期,最低價,日期,收盤平均價
2000,38.00,11/08,21.90,12/29,30.48
2001,55.50,04/24,18.70,10/08,31.55
2002,77.00,08/27,27.60,12/30,46.85
2003,40.30,04/14,18.90,09/12,25.94
2004,27.30,01/08,14.60,05/17,17.95
2005,36.70,12/26,14.50,01/20,28.14
2006,35.60,01/03,19.50,08/29,24.84
2007,61.70,07/23,25.05,01/11,36.59
2008,41.90,04/23,12.75,12/29,28.27
2009,48.00,12/08,12.90,01/09,34.93
2010,40.40,01/04,27.20,02/08,34.19
2011,31.70,03/04,17.30,08/09,25.17
2012,26.00,04/13,17.50,12/12,22.64
2013,23.70,08/19,17.70,01/17,21.14
2014,29.35,05/22,17.85,10/13,24.93
2015,25.25,03/30,14.60,09/09,21.27
2016,17.75,03/22,14.95,12/05,16.59
2017,15.70,03/20,12.20,12/08,13.74
