杭特,	3297
Year,最高價,日期,最低價,日期,收盤平均價
2005,49.80,07/11,36.00,10/18,42.02
2006,49.40,01/05,29.25,09/14,37.34
2007,82.30,07/11,38.00,03/05,56.82
2008,50.40,03/06,12.55,11/20,31.09
2009,31.40,12/30,13.55,02/02,24.22
2010,45.00,04/21,24.80,02/08,36.49
2011,30.60,03/23,20.10,12/19,25.38
2012,23.25,03/12,15.45,07/23,19.47
2013,52.00,12/31,19.20,01/21,38.00
2014,54.00,03/07,26.00,10/27,43.86
2015,31.80,01/05,13.20,08/25,23.16
2016,21.50,07/22,15.60,11/17,18.31
2017,18.20,06/22,13.50,05/18,15.97
