一詮,	2486
Year,最高價,日期,最低價,日期,收盤平均價
2001,26.00,12/18,6.20,10/09,11.92
2002,28.60,1/11,13.10,7/03,19.80
2003,26.30,7/18,12.60,5/05,16.89
2004,20.20,2/12,10.30,7/22,14.65
2005,27.90,12/26,10.70,1/13,16.06
2006,41.50,4/27,22.50,3/01,32.53
2007,60.30,7/27,30.85,12/18,45.64
2008,45.20,5/23,11.90,12/05,30.84
2009,56.00,12/09,14.00,1/21,34.89
2010,61.50,4/26,29.80,11/09,43.58
2011,38.00,1/18,12.00,11/24,22.76
2012,25.80,4/13,13.25,1/13,19.62
2013,22.20,3/07,16.30,8/22,19.07
2014,26.80,3/25,16.80,10/16,20.93
2015,20.00,1/08,9.38,8/24,13.87
2016,10.65,3/09,7.04,5/16,8.96
2017,12.90,9/15,8.62,6/15,9.95
2018,16.20,7/04,8.10,10/30,10.87
2019,9.81,2/25,7.80,8/06,8.58
