強新,	5013
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.90,05/08,4.41,11/23,8.36
2001,7.35,03/19,3.77,12/27,5.90
2002,18.00,12/03,4.00,01/15,9.51
2003,23.90,04/18,16.00,01/02,19.36
2004,28.00,10/13,15.80,05/05,19.84
2005,23.90,02/21,9.55,12/02,16.35
2006,15.55,12/18,9.70,01/23,11.84
2007,23.20,04/16,13.35,12/21,17.49
2008,27.45,05/20,9.99,12/23,16.53
2009,13.00,04/13,9.31,03/03,11.18
2010,22.50,12/28,11.30,02/06,16.31
2011,22.50,01/03,11.80,11/24,19.01
2012,15.25,03/12,10.65,11/15,12.62
2013,18.85,12/18,10.90,04/08,14.47
2014,23.15,08/04,16.25,01/27,20.15
2015,24.75,05/08,13.40,08/25,21.02
2016,31.40,10/05,16.15,01/21,23.48
2017,35.75,05/31,27.80,10/05,32.01
