華泰,	2329
Year,最高價,日期,最低價,日期,收盤平均價
2000,63.50,4/10,7.25,12/13,38.23
2001,18.00,4/20,5.35,10/08,10.65
2002,17.80,4/24,4.27,10/08,10.00
2003,8.50,7/10,2.94,5/05,5.90
2004,11.10,4/14,1.64,9/21,4.65
2005,6.23,7/21,2.50,4/21,3.80
2006,8.47,12/29,2.80,9/15,4.02
2007,17.30,7/24,6.50,12/21,10.74
2008,9.15,4/15,2.52,11/21,5.36
2009,12.50,12/31,2.64,1/21,5.23
2010,12.70,1/04,6.75,11/16,8.73
2011,9.20,1/18,3.76,10/06,6.29
2012,5.90,2/16,3.79,6/04,4.35
2013,6.50,5/07,3.80,3/19,4.83
2014,15.10,7/18,5.20,1/02,10.36
2015,16.55,3/12,9.95,8/26,12.97
2016,14.80,8/29,10.10,11/14,12.15
2017,11.80,2/02,7.84,6/14,9.64
2018,12.90,12/05,6.68,10/26,9.53
