歐格,	3002
Year,最高價,日期,最低價,日期,收盤平均價
2002,59.50,2/01,15.80,10/08,28.69
2003,30.70,6/26,16.70,1/02,22.84
2004,29.90,2/16,13.95,8/18,21.09
2005,20.80,2/21,14.95,11/16,16.96
2006,32.00,5/12,17.70,1/02,24.06
2007,39.40,7/17,18.10,12/21,27.37
2008,23.45,5/21,9.45,12/30,15.94
2009,28.35,12/24,9.45,1/09,17.19
2010,28.15,4/01,16.05,11/09,21.35
2011,18.20,1/20,9.16,12/19,13.13
2012,12.70,3/13,9.21,1/16,10.83
2013,12.00,10/08,9.95,9/14,10.61
2014,20.75,4/08,11.20,10/16,15.26
2015,16.45,1/26,9.70,9/07,12.46
2016,11.35,4/11,9.60,1/11,10.21
2017,16.75,5/12,10.35,1/17,13.13
2018,13.80,1/10,9.18,10/12,11.16
2019,12.90,12/10,9.30,2/11,10.33
