台聚,	1304
Year,最高價,日期,最低價,日期,收盤平均價
2000,31.70,2/23,6.10,12/30,17.74
2001,10.95,2/20,4.00,7/19,6.30
2002,16.30,4/04,6.10,10/08,10.38
2003,14.50,11/05,6.60,5/05,11.27
2004,15.90,3/05,9.90,5/06,12.57
2005,13.65,1/19,8.75,10/20,10.66
2006,10.50,5/10,7.58,9/14,8.94
2007,24.50,10/17,9.30,3/05,14.07
2008,25.00,5/14,7.67,10/28,15.82
2009,20.80,12/30,9.79,3/03,14.51
2010,30.20,12/24,16.80,2/06,23.05
2011,44.75,2/22,22.10,12/20,34.22
2012,31.45,2/21,21.50,11/21,26.17
2013,25.40,1/08,19.60,8/28,21.61
2014,22.35,1/13,13.40,12/01,17.85
2015,19.50,1/13,10.50,8/25,14.41
2016,17.15,12/12,11.75,1/18,13.72
2017,18.20,2/10,14.50,8/21,15.50
