中視,	9928
Year,最高價,日期,最低價,日期,收盤平均價
2000,69.00,2/19,15.00,12/28,38.56
2001,21.40,2/05,8.30,9/26,13.47
2002,13.00,4/26,6.70,9/11,9.47
2003,10.20,2/21,7.40,5/22,8.24
2004,23.40,2/11,8.30,1/02,12.03
2005,13.40,12/05,9.00,4/21,10.51
2006,19.35,12/08,6.88,10/02,10.07
2007,25.00,12/06,15.90,1/30,18.28
2008,22.50,1/14,5.65,10/28,12.21
2009,24.00,11/27,6.80,2/24,11.15
2010,28.95,10/27,14.60,5/07,19.17
2011,32.20,8/17,19.30,11/24,25.10
2012,23.90,1/04,13.40,6/04,16.81
2013,17.00,12/27,13.30,8/28,14.87
2014,17.00,7/11,11.30,12/18,15.13
2015,12.80,10/19,8.28,8/25,10.90
2016,9.42,1/05,4.55,12/21,6.62
2017,9.60,1/16,4.51,11/20,6.28
