根基,	2546
Year,最高價,日期,最低價,日期,收盤平均價
2000,9.10,9/13,4.25,11/21,5.89
2001,8.00,2/21,3.45,12/04,4.99
2002,12.90,6/24,3.92,10/08,7.05
2003,7.85,11/06,4.00,5/22,5.96
2004,15.00,3/24,6.30,8/19,9.11
2005,9.30,1/07,4.10,4/20,6.61
2006,11.95,11/13,4.65,3/17,7.04
2007,24.15,7/26,8.10,1/15,12.64
2008,21.40,4/16,5.95,9/19,11.96
2009,26.40,11/17,7.96,3/03,17.06
2010,33.10,7/12,20.05,2/08,27.45
2011,31.15,1/05,12.75,12/20,24.65
2012,17.45,2/13,11.45,11/21,13.68
2013,18.80,7/15,12.60,3/19,15.27
2014,18.15,3/19,14.55,10/29,16.53
2015,18.70,5/05,12.20,8/25,15.97
2016,17.40,11/30,14.20,1/18,15.63
2017,20.95,12/29,15.85,8/11,18.39
2018,27.40,12/28,20.90,1/02,24.44
