立益,	1443
Year,最高價,日期,最低價,日期,收盤平均價
2000,12.20,2/22,3.24,12/11,6.16
2001,4.70,3/29,1.88,11/09,2.95
2002,5.05,4/26,2.09,1/02,3.47
2003,5.45,2/07,2.35,5/02,3.72
2004,6.70,2/11,2.96,7/06,4.12
2005,3.99,1/04,2.40,12/14,3.04
2006,5.35,12/12,2.56,1/05,3.35
2007,5.88,7/26,2.81,12/21,4.15
2008,4.12,4/17,1.08,10/28,2.46
2009,3.55,10/14,1.34,2/24,2.48
2010,4.55,8/23,2.73,2/06,3.45
2011,6.88,9/22,3.02,8/09,4.39
2012,6.70,2/15,3.88,9/03,5.03
2013,10.50,10/09,4.76,4/10,6.65
2014,9.42,7/09,5.63,12/02,7.48
2015,7.27,2/24,4.19,8/25,5.77
2016,5.60,1/08,4.12,12/01,4.88
2017,6.86,2/15,4.31,1/03,5.78
2018,8.58,7/18,5.01,1/09,6.36
2019,10.45,10/01,6.63,1/11,8.43
