宏和,	1446
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.70,2/23,2.20,11/21,7.19
2001,5.70,3/02,2.45,9/19,3.26
2002,7.65,11/26,2.65,1/02,5.07
2003,8.50,1/21,4.60,5/02,5.89
2004,9.55,4/13,4.65,8/18,6.08
2005,6.35,1/04,2.23,11/09,3.50
2006,5.37,12/28,2.30,3/01,3.02
2007,10.70,7/24,4.26,2/07,6.48
2008,11.95,5/21,5.85,9/30,8.68
2009,9.20,6/11,5.43,2/02,7.48
2010,21.30,11/12,8.78,1/04,15.79
2011,24.55,6/17,11.60,12/19,18.14
2012,20.70,9/25,11.60,4/27,14.71
2013,36.50,10/07,17.25,1/02,27.82
2014,33.90,3/13,25.00,11/19,30.29
2015,30.40,4/01,17.00,8/25,24.08
2016,22.05,3/07,14.70,11/17,18.64
2017,27.30,5/12,17.30,1/13,22.01
