全漢,	3015
Year,最高價,日期,最低價,日期,收盤平均價
2002,69.50,10/28,57.00,10/17,64.01
2003,64.50,7/30,49.50,4/28,55.80
2004,69.00,2/26,34.70,7/22,50.86
2005,49.00,7/15,30.10,11/08,39.08
2006,51.20,11/24,32.70,7/26,40.83
2007,65.00,7/09,34.30,12/18,48.73
2008,38.90,1/02,14.25,12/24,27.46
2009,42.00,12/30,14.00,2/05,26.94
2010,44.60,1/04,36.05,5/25,39.33
2011,39.35,1/27,21.00,8/22,29.84
2012,31.35,3/15,23.30,1/17,26.94
2013,30.70,8/26,24.90,7/22,27.24
2014,34.80,4/23,24.15,11/25,29.33
2015,27.60,3/04,13.00,8/25,21.42
2016,28.55,8/09,20.00,1/26,23.45
2017,26.60,11/17,21.55,8/21,23.75
2018,27.85,4/03,16.55,10/30,22.53
