信昌化,	4725
Year,最高價,日期,最低價,日期,收盤平均價
2007,131.50,10/25,80.60,10/02,100.15
2008,99.10,1/04,16.80,11/21,54.77
2009,33.30,9/21,17.50,2/05,25.79
2010,91.10,11/08,27.20,2/06,60.77
2011,154.00,5/06,58.10,12/19,99.25
2012,89.50,3/19,31.50,11/01,60.58
2013,42.80,1/07,26.00,11/14,32.45
2014,32.90,3/17,18.65,10/16,26.87
2015,27.30,1/06,10.00,8/25,19.17
2016,24.70,12/19,12.00,1/18,15.30
2017,31.55,12/25,17.45,8/15,21.73
