優盛,	4121
Year,最高價,日期,最低價,日期,收盤平均價
2003,47.80,12/10,34.20,10/17,41.74
2004,69.50,04/08,26.00,12/03,37.55
2005,29.65,03/14,20.15,10/06,24.43
2006,29.90,05/18,13.60,09/05,20.62
2007,45.80,07/18,17.60,03/02,27.46
2008,30.35,04/18,7.05,09/18,17.56
2009,20.95,12/16,7.40,01/20,14.61
2010,28.60,10/15,13.00,02/08,22.36
2011,25.50,03/07,9.25,12/20,21.16
2012,17.35,12/27,9.13,06/06,13.40
2013,23.50,07/16,14.05,01/17,18.85
2014,22.10,07/04,12.90,12/01,19.34
2015,19.95,12/09,7.20,08/25,14.98
2016,19.20,01/22,9.70,11/09,15.69
2017,14.75,11/23,10.00,08/14,12.28
