日馳,	1526
Year,最高價,日期,最低價,日期,收盤平均價
2000,39.00,3/29,5.15,11/20,15.16
2001,10.55,2/27,4.11,11/08,6.76
2002,19.60,1/29,6.40,1/02,11.96
2003,16.00,12/10,7.00,9/10,9.93
2004,14.85,2/10,7.60,8/19,9.99
2005,9.15,1/06,2.85,11/08,4.83
2006,6.80,12/12,3.14,1/03,4.02
2007,14.55,9/12,3.99,3/12,6.86
2008,11.95,6/10,4.70,9/18,6.69
2009,7.49,4/10,4.99,1/08,5.84
2010,9.19,10/20,5.80,2/06,7.01
2011,9.49,5/19,6.51,8/25,7.38
2012,10.65,3/21,6.55,11/22,7.87
2013,10.10,12/31,6.80,2/04,8.12
2014,16.50,8/22,9.62,1/08,11.90
2015,18.70,4/24,11.00,8/25,14.01
2016,17.55,8/18,11.70,5/19,13.60
2017,73.80,12/28,14.50,2/17,27.12
