燁輝,	2023
Year,最高價,日期,最低價,日期,收盤平均價
2000,22.20,2/21,4.36,11/22,11.98
2001,8.45,2/05,2.20,11/30,4.67
2002,25.70,12/24,3.18,1/02,11.43
2003,41.30,2/06,19.70,5/02,26.62
2004,35.90,3/04,18.00,5/18,24.74
2005,23.90,1/04,10.25,10/21,16.14
2006,17.00,4/17,10.70,1/24,13.15
2007,18.00,7/23,10.80,12/18,14.14
2008,18.60,5/20,7.98,10/28,12.57
2009,14.75,6/02,8.62,3/02,11.34
2010,14.35,1/14,10.40,11/30,11.86
2011,12.30,2/09,9.38,12/19,10.89
2012,12.45,2/20,8.00,10/29,9.50
2013,10.50,1/03,7.90,4/08,9.03
2014,10.35,8/04,8.50,10/27,9.37
2015,9.80,5/06,6.60,8/25,8.41
2016,13.30,11/10,7.00,1/20,9.25
2017,15.10,3/01,10.90,11/21,12.57
2018,12.80,1/04,9.04,10/12,10.52
