怡華,	1456
Year,最高價,日期,最低價,日期,收盤平均價
2000,14.60,2/22,6.45,12/26,9.74
2001,8.20,1/31,4.75,10/30,5.89
2002,7.00,3/28,4.70,7/18,5.45
2003,9.70,4/09,4.01,12/18,5.43
2004,6.25,2/11,2.25,12/24,3.62
2005,2.80,1/05,1.60,11/08,2.05
2006,5.25,12/29,1.63,8/11,2.29
2007,5.80,7/20,2.46,12/24,3.76
2008,5.69,4/28,1.86,10/13,2.98
2009,3.18,4/16,1.02,7/09,1.58
2010,3.07,12/21,1.26,5/06,1.85
2011,3.07,7/05,1.60,12/22,2.51
2012,3.05,12/25,1.21,9/04,1.76
2013,6.35,6/05,2.08,2/06,3.24
2014,11.10,1/16,6.81,10/28,8.83
2015,8.96,1/16,3.47,12/22,6.28
2016,14.50,5/17,4.19,1/08,9.24
2017,16.10,2/09,8.69,1/05,11.15
