堤維西,	1522
Year,最高價,日期,最低價,日期,收盤平均價
2000,47.00,2/21,11.05,11/21,25.27
2001,24.30,3/28,11.30,10/08,17.76
2002,61.00,12/19,20.80,1/04,40.21
2003,69.50,4/11,46.10,9/09,56.63
2004,50.50,3/08,26.60,8/04,36.00
2005,33.20,1/14,18.10,8/18,24.19
2006,28.20,4/21,16.90,9/15,22.09
2007,32.00,7/24,18.55,12/18,23.87
2008,25.80,3/24,9.43,10/28,17.23
2009,29.45,12/10,10.05,1/15,19.44
2010,27.70,1/04,17.50,11/04,21.19
2011,20.90,1/03,11.20,8/09,14.92
2012,15.20,2/13,10.00,11/30,12.05
2013,19.40,9/24,10.50,1/25,13.91
2014,22.80,5/28,15.50,10/16,18.89
2015,26.15,12/03,15.15,8/26,21.06
2016,39.40,10/05,20.40,1/12,29.63
2017,37.80,2/17,29.15,5/10,33.26
2018,34.75,6/21,20.70,10/26,29.07
2019,32.45,9/04,23.00,1/04,28.10
