榮剛,	5009
Year,最高價,日期,最低價,日期,收盤平均價
2000,11.15,02/19,2.60,11/23,5.83
2001,4.50,02/05,2.20,12/04,3.21
2002,8.25,12/19,3.43,01/04,5.88
2003,11.55,02/06,6.00,05/21,7.51
2004,20.00,10/11,8.55,01/14,14.68
2005,21.20,12/26,15.55,05/23,17.86
2006,49.60,12/20,20.05,01/02,32.15
2007,70.00,09/03,45.35,01/09,56.38
2008,52.50,03/31,10.10,10/27,33.52
2009,24.60,06/02,10.55,01/21,17.37
2010,28.30,12/27,16.00,07/02,21.80
2011,39.60,05/13,19.20,09/27,29.97
2012,34.30,05/09,19.80,11/20,27.76
2013,25.40,01/08,18.55,08/29,22.37
2014,28.90,07/02,19.55,11/18,24.13
2015,24.00,05/20,13.60,08/25,19.28
2016,19.60,03/08,15.10,05/16,17.67
2017,26.35,03/17,18.50,05/18,22.04
