博大,	8109
Year,最高價,日期,最低價,日期,收盤平均價
2005,20.10,03/25,12.85,10/27,14.59
2006,56.70,12/29,15.00,01/23,31.38
2007,60.90,07/11,34.30,12/21,48.21
2008,41.80,04/17,22.40,11/26,32.55
2009,39.20,10/13,24.20,01/21,34.52
2010,62.00,04/16,32.70,02/08,48.81
2011,74.50,05/06,35.00,12/13,60.30
2012,44.70,03/05,32.70,11/01,38.49
2013,61.00,12/25,34.30,01/03,46.15
2014,72.50,02/21,54.80,10/16,64.12
2015,81.00,04/08,47.50,08/25,69.39
2016,76.00,03/21,55.20,01/07,69.14
2017,70.90,06/20,60.40,07/03,65.57
