帝寶,	6605
Year,最高價,日期,最低價,日期,收盤平均價
2004,113.50,3/31,78.00,7/26,95.21
2005,139.50,12/14,97.00,1/11,109.22
2006,136.00,4/21,84.80,12/13,108.76
2007,139.50,7/24,87.00,2/08,109.29
2008,116.00,1/17,36.50,12/05,78.33
2009,87.50,11/17,37.40,1/21,61.78
2010,94.50,8/04,70.10,2/06,80.60
2011,78.50,1/03,50.00,9/27,65.57
2012,71.00,2/08,57.20,1/02,63.76
2013,124.00,12/09,65.80,1/17,89.29
2014,137.50,6/04,99.50,10/27,119.06
2015,147.50,4/07,81.70,8/25,112.66
2016,122.00,3/02,81.00,11/14,101.16
2017,97.80,12/18,78.50,8/15,84.01
2018,96.50,1/24,66.20,10/11,78.58
2019,74.20,7/25,56.70,12/05,66.19
