勤益控,	1437
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.80,2/21,5.05,11/21,10.83
2001,9.80,2/20,4.95,11/30,6.50
2002,12.20,4/26,4.95,10/11,7.57
2003,16.40,12/31,7.00,1/02,11.33
2004,19.40,2/18,9.60,12/09,13.94
2005,13.20,1/04,8.60,11/04,10.61
2006,31.30,12/08,10.60,3/07,17.04
2007,41.05,7/13,15.00,12/18,25.26
2008,32.40,4/16,6.37,11/21,17.74
2009,26.00,10/13,6.62,3/03,16.14
2010,28.00,12/31,17.05,2/06,21.49
2011,28.80,1/04,11.50,11/24,18.45
2012,18.85,9/25,11.35,6/04,14.25
2013,21.35,12/24,14.40,8/28,16.11
2014,24.50,10/09,18.35,4/28,21.00
2015,21.35,1/09,10.60,8/25,14.74
2016,16.95,12/21,11.15,1/21,14.08
2017,21.30,2/14,16.45,1/19,17.76
