立敦,	6175
Year,最高價,日期,最低價,日期,收盤平均價
2002,31.80,06/13,15.90,12/16,22.88
2003,20.70,06/23,14.90,03/11,17.21
2004,25.80,04/12,10.00,12/30,16.36
2005,11.10,03/11,5.78,10/28,8.48
2006,8.85,12/29,5.55,08/31,6.88
2007,12.25,07/17,6.60,12/21,8.83
2008,9.11,05/15,4.05,12/11,6.26
2009,8.93,12/29,3.64,02/23,6.46
2010,31.40,08/17,6.50,02/06,20.55
2011,37.20,08/16,14.95,12/20,30.33
2012,25.40,03/03,9.50,10/30,20.29
2013,14.00,05/29,10.20,11/14,12.18
2014,21.45,03/13,12.45,01/02,17.50
2015,20.10,01/12,11.30,08/24,15.86
2016,15.20,08/18,11.45,06/24,13.49
2017,44.45,12/28,13.55,01/03,28.74
