至寶電,	3226
Year,最高價,日期,最低價,日期,收盤平均價
2004,48.80,07/22,29.20,11/01,37.97
2005,69.00,03/24,32.20,01/13,49.70
2006,57.80,05/25,39.05,09/15,45.59
2007,56.70,01/12,19.80,12/21,40.64
2008,25.40,01/02,4.62,11/24,14.14
2009,12.15,12/31,6.73,01/15,9.84
2010,28.40,04/30,10.85,03/01,17.14
2011,19.60,12/06,11.30,03/17,15.42
2012,33.70,04/20,17.50,01/18,25.53
2013,49.15,10/02,25.40,01/08,39.48
2014,67.20,08/05,42.80,01/03,54.89
2015,71.50,12/23,42.80,08/24,59.18
2016,77.80,03/04,60.00,10/19,70.53
2017,65.30,02/02,49.50,11/20,59.04
