美琪瑪,	4721
Year,最高價,日期,最低價,日期,收盤平均價
2001,19.20,03/19,12.85,09/13,14.30
2002,35.80,12/10,14.40,01/09,23.42
2003,43.60,08/18,28.50,02/26,34.50
2004,56.00,04/21,35.80,12/02,45.40
2005,38.50,03/01,12.95,10/20,26.32
2006,21.85,05/17,15.85,03/30,17.82
2007,41.45,07/23,21.30,01/11,27.84
2008,41.80,05/20,13.60,12/23,28.42
2009,40.60,12/30,13.80,01/15,29.03
2010,38.40,03/24,27.00,02/06,34.08
2011,33.50,01/27,19.50,12/20,28.43
2012,30.90,04/10,19.70,01/13,25.93
2013,25.60,12/06,19.30,09/11,22.18
2014,39.55,06/18,21.90,01/03,32.92
2015,29.05,11/23,15.80,08/25,24.55
2016,42.10,06/21,20.50,01/14,35.15
2017,154.50,09/07,31.00,01/03,82.94
