和鑫,	3049
Year,最高價,日期,最低價,日期,收盤平均價
2002,26.10,9/27,13.30,10/14,19.30
2003,27.60,7/28,15.90,5/21,19.64
2004,35.10,4/19,11.50,11/02,20.92
2005,17.35,4/04,6.38,10/28,12.40
2006,12.15,1/04,4.52,9/07,7.39
2007,12.70,8/13,5.97,2/27,9.23
2008,18.80,5/20,3.17,11/19,9.14
2009,28.70,12/11,3.70,1/21,14.76
2010,29.65,1/04,15.25,5/26,22.12
2011,31.95,3/04,6.47,11/11,18.60
2012,18.10,3/07,7.55,10/29,12.13
2013,14.00,6/04,8.10,11/12,10.12
2014,10.20,2/27,5.44,12/01,8.16
2015,8.59,12/03,2.40,8/25,5.65
2016,9.76,1/08,5.07,5/17,7.46
2017,13.90,2/20,8.32,8/14,10.50
