統一證,	2855
Year,最高價,日期,最低價,日期,收盤平均價
2002,12.80,10/28,10.10,10/07,11.59
2003,15.50,1/24,10.50,5/20,13.14
2004,22.80,3/04,11.50,7/21,16.32
2005,19.10,1/14,12.75,10/21,15.68
2006,18.20,12/05,12.80,3/21,14.91
2007,28.10,7/19,16.55,12/21,19.97
2008,29.50,4/21,7.26,10/28,18.12
2009,22.30,10/08,8.35,2/02,16.78
2010,22.70,1/05,14.85,6/09,17.92
2011,21.45,7/22,13.85,10/05,17.70
2012,17.40,12/26,13.50,1/16,15.52
2013,18.75,3/07,16.00,11/07,17.20
2014,18.85,1/10,14.85,12/02,16.74
2015,18.80,4/27,10.25,8/24,15.00
2016,14.40,3/25,10.50,11/09,12.12
2017,15.60,9/18,11.35,1/24,13.73
2018,15.70,1/29,10.85,12/21,14.08
2019,14.60,12/18,11.80,1/02,13.38
