盛餘,	2029
Year,最高價,日期,最低價,日期,收盤平均價
2000,33.30,2/21,12.20,11/02,20.78
2001,16.20,3/21,9.75,9/24,12.51
2002,44.80,12/24,10.80,1/02,20.31
2003,58.50,2/06,30.70,5/09,41.61
2004,49.60,10/11,31.00,5/18,40.52
2005,45.40,2/21,22.30,11/17,33.33
2006,32.45,12/27,23.30,1/19,27.05
2007,40.30,7/10,26.35,12/19,32.86
2008,33.20,5/20,14.65,10/28,25.26
2009,27.80,6/01,18.65,3/12,22.67
2010,25.20,4/12,20.40,7/19,22.22
2011,23.00,1/05,17.50,9/28,19.92
2012,21.00,2/20,17.00,11/22,18.95
2013,23.40,11/05,17.15,4/16,19.84
2014,24.75,7/14,19.35,12/17,22.24
2015,22.25,5/12,15.35,12/01,19.08
2016,40.70,11/23,15.95,1/07,23.93
2017,45.60,2/16,27.30,12/18,35.10
