晶電,	2448
Year,最高價,日期,最低價,日期,收盤平均價
2001,32.50,5/25,11.65,10/08,17.53
2002,77.50,11/05,22.70,1/02,49.36
2003,84.50,12/17,35.00,5/05,52.04
2004,124.00,2/25,35.40,11/02,72.11
2005,65.50,12/02,34.50,1/19,47.99
2006,143.00,5/12,54.50,2/24,93.01
2007,180.00,7/24,95.20,1/08,131.29
2008,141.00,1/02,25.20,11/19,66.77
2009,124.00,10/01,28.10,1/13,81.69
2010,122.50,1/05,78.50,6/09,95.95
2011,116.50,3/08,48.00,8/09,79.41
2012,84.00,3/16,40.00,11/19,63.06
2013,62.90,6/10,42.55,11/13,53.34
2014,79.80,7/07,49.20,10/16,65.34
2015,63.90,1/13,20.00,12/14,38.85
2016,30.40,1/20,16.80,5/13,23.12
2017,67.30,11/22,23.00,1/03,35.03
