環泥,	1104
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.55,2/18,4.06,11/22,8.04
2001,7.00,9/21,4.00,7/19,5.54
2002,10.60,7/09,5.55,1/28,7.79
2003,15.20,11/06,7.20,5/02,10.50
2004,16.50,3/15,10.00,8/18,12.82
2005,13.20,1/04,9.95,10/20,11.45
2006,15.00,12/05,9.90,3/27,11.19
2007,20.80,7/18,11.25,12/18,14.30
2008,30.00,7/29,12.00,12/12,18.37
2009,18.75,11/13,11.20,3/03,15.01
2010,22.20,10/08,13.40,5/25,16.52
2011,20.45,1/04,12.75,12/19,16.89
2012,16.40,12/19,12.35,6/15,14.09
2013,35.20,12/09,15.90,1/02,20.72
2014,32.00,2/19,25.40,12/15,28.44
2015,32.95,4/30,18.65,8/24,25.59
2016,26.15,10/05,19.70,5/13,22.46
2017,27.25,4/06,22.05,8/11,24.38
2018,23.35,1/15,18.40,10/30,20.76
2019,20.20,7/11,18.50,11/22,19.24
