長虹,	5534
Year,最高價,日期,最低價,日期,收盤平均價
2004,47.00,12/30,26.20,7/22,35.08
2005,47.00,1/03,27.70,9/29,36.81
2006,103.00,7/05,32.80,1/03,72.31
2007,91.60,7/26,47.00,12/21,66.57
2008,111.00,4/17,17.25,11/21,60.63
2009,89.00,6/01,22.40,2/24,55.55
2010,88.80,11/10,50.30,2/06,68.00
2011,96.00,7/25,43.90,12/20,71.18
2012,85.60,12/27,48.55,1/02,67.44
2013,131.00,8/06,84.90,1/02,102.18
2014,94.30,4/10,61.10,10/16,78.37
2015,72.90,6/05,39.45,11/16,57.21
2016,66.20,12/19,40.50,1/28,53.13
2017,79.90,11/06,62.60,1/17,70.90
2018,99.50,6/06,67.30,10/26,83.89
