葡萄王,	1707
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.90,2/22,4.26,11/24,9.98
2001,8.60,3/15,3.93,10/05,5.67
2002,10.80,4/23,5.50,1/02,7.61
2003,10.15,9/08,6.65,5/02,8.40
2004,13.00,2/12,7.00,8/18,8.76
2005,9.75,10/24,7.60,10/04,8.61
2006,12.35,5/10,8.58,3/01,9.45
2007,39.30,7/30,9.90,3/06,19.20
2008,27.50,4/21,12.15,10/28,18.38
2009,56.00,12/15,14.55,1/21,26.04
2010,53.50,10/04,34.00,2/08,45.86
2011,56.50,8/03,34.15,12/20,45.31
2012,83.30,12/13,36.00,1/02,57.36
2013,158.00,12/09,72.10,1/21,116.40
2014,151.50,7/04,120.00,10/16,132.68
2015,255.00,7/17,126.50,1/06,170.92
2016,282.00,10/20,167.50,1/12,215.79
2017,216.00,12/11,167.00,1/11,188.33
