陸海,	5603
Year,最高價,日期,最低價,日期,收盤平均價
2000,23.00,03/08,6.45,11/06,13.09
2001,9.10,02/16,4.80,11/23,6.37
2002,9.95,03/11,5.00,11/15,7.14
2003,8.35,01/02,5.30,09/22,6.09
2004,15.70,10/11,5.60,01/08,11.23
2005,16.40,04/20,10.80,10/21,13.03
2006,14.10,12/20,9.38,03/23,11.32
2007,22.20,07/18,11.50,12/21,14.24
2008,18.40,04/16,6.70,10/28,12.08
2009,11.40,12/31,5.82,02/27,8.92
2010,15.50,04/15,10.45,01/26,13.24
2011,17.00,04/22,8.19,10/04,13.96
2012,13.80,09/20,9.60,01/13,11.40
2013,12.35,12/24,8.90,04/16,10.43
2014,26.25,08/27,11.90,01/02,20.64
2015,25.80,01/12,13.55,08/26,21.32
2016,16.40,03/14,12.40,11/10,14.43
2017,14.15,03/13,11.75,08/11,12.76
