亞翔,	6139
Year,最高價,日期,最低價,日期,收盤平均價
2003,122.50,8/25,71.00,10/14,94.76
2004,109.50,1/09,51.00,8/04,75.26
2005,86.80,7/13,56.00,1/20,71.55
2006,70.40,1/03,35.80,9/14,50.93
2007,62.90,7/09,33.50,12/21,50.73
2008,45.50,5/09,14.55,11/21,33.44
2009,46.00,12/21,16.65,1/10,27.29
2010,43.30,1/04,29.00,5/27,33.00
2011,39.20,6/03,23.00,10/04,31.26
2012,35.00,3/28,25.10,11/22,29.63
2013,32.50,10/23,25.10,8/30,28.19
2014,28.95,3/07,23.85,10/16,26.31
2015,25.05,1/14,13.80,8/25,20.29
2016,43.50,3/17,16.75,1/07,26.82
2017,42.25,3/23,31.40,12/08,35.35
