寶得利,	5301
Year,最高價,日期,最低價,日期,收盤平均價
2000,33.00,02/17,3.86,12/27,17.41
2001,13.00,12/14,4.20,01/03,7.23
2002,32.80,08/19,8.80,12/25,20.70
2003,12.15,01/17,6.25,05/02,8.89
2004,11.25,02/27,3.83,11/30,7.00
2005,6.47,10/25,2.72,09/07,4.00
2006,16.50,10/25,4.85,04/12,9.37
2007,15.15,04/04,5.24,12/25,10.58
2008,8.26,05/21,2.18,12/29,4.67
2009,7.70,11/30,2.05,01/06,4.48
2010,10.90,05/05,2.89,11/04,7.84
2011,7.49,03/03,1.52,11/10,4.12
2012,18.85,09/28,1.96,01/09,10.42
2013,20.50,08/19,9.82,04/23,16.22
2014,115.50,05/14,15.00,01/21,66.46
2015,85.00,04/10,34.50,12/25,46.42
2016,40.00,01/15,24.70,09/29,30.81
2017,41.50,12/29,19.45,10/27,29.28
