研華,	2395
Year,最高價,日期,最低價,日期,收盤平均價
2000,294.00,3/23,101.50,12/30,186.13
2001,149.00,2/13,53.00,9/19,99.92
2002,109.00,1/29,58.00,10/14,77.01
2003,73.50,1/24,47.60,6/24,58.29
2004,78.50,12/29,57.50,1/07,68.43
2005,98.00,12/23,68.00,4/21,77.56
2006,117.00,12/29,82.40,2/14,93.65
2007,120.50,2/26,62.00,12/18,97.15
2008,84.90,4/17,34.10,11/24,64.93
2009,76.80,12/18,38.75,2/18,52.30
2010,86.20,12/07,58.20,2/06,72.95
2011,102.00,7/08,76.00,9/26,87.00
2012,122.50,12/28,81.80,1/04,101.96
2013,209.50,12/30,117.50,1/25,152.18
2014,283.00,8/29,178.00,2/05,215.06
2015,278.00,3/25,188.00,8/24,229.12
2016,289.50,9/08,194.50,1/21,241.72
2017,273.50,2/10,197.00,12/05,232.09
2018,239.00,1/19,186.50,10/11,211.99
