統一,	1216
Year,最高價,日期,最低價,日期,收盤平均價
2000,34.00,2/19,18.50,11/21,23.75
2001,22.50,1/03,9.15,10/09,14.93
2002,14.65,4/25,9.80,10/14,12.08
2003,15.70,11/06,9.15,4/28,11.85
2004,22.20,3/19,13.10,5/17,16.11
2005,16.80,1/04,11.85,8/30,14.35
2006,33.70,12/04,14.50,1/03,25.03
2007,53.40,10/18,26.90,8/17,36.12
2008,49.90,3/06,23.50,10/30,37.48
2009,40.40,11/17,23.95,3/03,33.67
2010,43.90,12/09,31.90,6/07,37.58
2011,49.30,7/22,36.00,10/04,41.19
2012,55.00,8/08,40.00,4/09,47.66
2013,68.30,7/22,49.60,11/22,56.43
2014,58.60,7/29,46.70,10/15,51.78
2015,60.00,8/18,48.00,1/07,53.86
2016,67.40,7/15,50.30,1/12,58.78
2017,66.90,12/14,52.40,2/02,59.83
2018,83.80,7/18,64.60,2/09,72.86
