京城,	2524
Year,最高價,日期,最低價,日期,收盤平均價
2000,15.90,2/21,5.10,11/20,9.80
2001,10.00,3/16,3.31,11/30,5.93
2002,9.80,4/26,4.71,10/14,6.31
2003,43.30,12/31,5.70,2/11,12.73
2004,72.50,3/15,35.40,8/18,54.95
2005,65.50,1/03,22.95,11/07,43.54
2006,43.00,5/08,27.60,6/09,34.45
2007,35.90,1/08,17.60,12/21,28.28
2008,61.00,4/23,10.00,11/21,27.34
2009,35.60,11/25,10.80,3/03,23.88
2010,37.95,1/12,24.45,2/06,29.99
2011,39.00,1/07,15.50,12/20,26.54
2012,34.10,9/14,17.30,1/10,26.77
2013,33.50,1/10,27.15,9/27,29.62
2014,30.00,1/24,23.30,8/21,26.20
2015,27.85,1/05,15.60,11/30,22.99
2016,22.15,11/29,16.70,5/13,18.83
2017,25.00,6/27,20.70,1/05,23.28
