中和,	1439
Year,最高價,日期,最低價,日期,收盤平均價
2000,17.20,2/21,7.20,11/22,10.86
2001,15.20,12/26,8.05,1/02,11.26
2002,16.20,1/07,6.90,10/11,10.67
2003,11.60,2/06,6.60,5/02,8.88
2004,16.30,2/11,8.25,5/18,10.41
2005,12.30,1/04,8.00,10/07,9.45
2006,14.80,5/16,7.70,4/03,10.40
2007,18.95,7/19,10.80,12/18,13.19
2008,18.70,4/17,9.14,9/18,13.11
2009,28.60,11/09,9.60,2/24,16.31
2010,64.60,8/24,26.35,1/07,40.46
2011,56.20,5/09,16.80,11/24,32.83
2012,23.40,2/21,13.20,10/29,16.92
2013,17.60,6/07,13.50,4/16,15.00
2014,15.70,2/19,13.05,10/24,14.30
2015,19.30,3/23,10.40,8/25,14.08
2016,22.75,10/04,12.80,5/18,14.75
2017,27.40,2/16,15.25,1/13,20.94
2018,54.50,5/02,19.85,2/05,32.07
2019,36.00,4/26,24.40,8/12,30.58
