群聯,	8299
Year,最高價,日期,最低價,日期,收盤平均價
2004,86.00,12/15,81.00,12/28,83.12
2005,163.00,07/19,72.00,01/18,125.76
2006,292.50,12/29,113.00,07/18,170.00
2007,698.00,07/25,176.00,12/21,350.62
2008,288.00,05/07,39.00,11/24,154.90
2009,284.50,07/29,67.10,01/05,196.14
2010,279.00,01/04,128.00,08/31,195.69
2011,202.50,03/03,117.00,08/09,162.37
2012,272.00,02/15,170.00,01/04,225.89
2013,259.00,06/03,171.00,11/22,219.26
2014,246.00,07/04,181.00,02/05,213.91
2015,312.00,06/02,193.50,08/24,251.21
2016,287.50,04/19,204.50,08/10,243.56
2017,450.00,07/26,245.50,01/10,336.95
