大田,	8924
Year,最高價,日期,最低價,日期,收盤平均價
2000,185.00,04/10,21.70,12/05,78.58
2001,102.00,12/31,30.00,01/03,65.59
2002,111.50,01/25,55.50,10/08,79.60
2003,70.00,12/31,59.00,09/10,65.60
2004,86.50,02/16,64.00,12/01,73.06
2005,79.00,12/30,56.60,07/07,63.43
2006,85.20,05/03,64.10,09/14,73.67
2007,78.80,06/04,66.80,08/17,71.55
2008,71.50,04/21,25.90,11/20,53.61
2009,48.00,06/08,28.60,01/19,39.50
2010,48.50,01/06,37.80,11/05,42.31
2011,39.35,01/03,17.35,12/02,29.58
2012,27.25,03/12,16.75,10/30,21.99
2013,23.10,10/29,17.10,07/05,19.87
2014,25.10,04/22,16.55,08/20,20.50
2015,24.50,04/08,12.05,08/25,19.90
2016,20.45,01/27,11.65,05/16,15.56
2017,40.05,11/15,11.60,06/21,30.31
