威強電,	3022
Year,最高價,日期,最低價,日期,收盤平均價
2002,40.30,9/13,29.60,10/14,34.68
2003,76.00,10/06,31.60,3/07,53.62
2004,64.50,1/30,25.90,5/18,37.46
2005,47.60,8/02,25.15,10/27,35.17
2006,36.25,1/06,24.35,8/08,28.14
2007,85.90,8/03,29.55,1/31,52.69
2008,59.20,4/23,21.00,11/21,39.07
2009,41.95,9/22,22.40,1/21,31.63
2010,46.50,9/16,31.55,2/06,39.39
2011,63.90,5/11,31.60,8/09,47.23
2012,55.70,9/18,35.15,10/26,44.73
2013,42.60,12/30,33.00,6/25,38.02
2014,68.40,3/11,41.90,1/02,52.90
2015,59.70,3/25,31.70,8/24,46.84
2016,49.00,11/30,33.50,5/05,41.36
2017,53.10,3/17,39.15,12/29,45.50
