富宇,	4907
Year,最高價,日期,最低價,日期,收盤平均價
2002,27.00,03/19,5.85,12/30,11.71
2003,9.45,07/15,3.69,05/05,6.98
2004,11.95,03/17,2.90,11/30,6.52
2005,4.70,09/26,2.67,01/28,3.36
2006,8.83,04/12,3.21,09/14,5.53
2007,12.00,10/03,7.00,03/06,8.90
2008,17.10,10/07,7.50,11/05,12.62
2009,33.50,08/18,5.05,12/22,16.21
2010,10.80,04/23,4.15,11/11,7.97
2011,5.75,05/12,2.85,10/26,3.88
2012,9.20,10/25,1.01,08/30,6.06
2013,14.75,06/19,5.86,01/03,12.18
2014,15.00,10/28,10.40,08/12,12.47
2015,17.40,04/21,9.99,12/23,13.47
2016,12.65,10/17,8.60,08/10,9.90
2017,46.50,10/24,10.45,01/04,33.44
