動力-KY,	6591
Year,最高價,日期,最低價,日期,收盤平均價
2017,97.70,12/28,88.00,12/29,91.50
2018,127.00,1/23,39.80,12/21,76.07
2019,61.80,12/30,36.50,1/10,44.63
