全域,	3067
Year,最高價,日期,最低價,日期,收盤平均價
2003,40.60,10/22,34.90,10/31,37.45
2004,40.10,02/04,26.50,12/20,34.21
2005,28.70,03/11,21.75,09/19,23.90
2006,35.80,06/12,21.90,07/21,24.22
2007,30.45,02/14,16.30,12/27,24.36
2008,19.95,05/22,11.55,10/31,15.91
2009,19.60,12/03,11.15,05/12,14.76
2010,40.05,03/25,17.40,01/18,30.84
2011,32.85,01/25,19.80,12/21,27.85
2012,20.45,01/31,16.45,09/04,18.38
2013,28.65,11/06,15.00,09/18,19.46
2014,23.00,03/05,15.15,06/23,17.59
2015,25.80,01/12,11.40,09/08,19.18
2016,16.40,10/07,11.35,04/25,13.62
2017,13.95,02/15,11.25,08/11,12.25
