新零售,	3085
Year,最高價,日期,最低價,日期,收盤平均價
2004,42.90,04/23,14.35,12/27,27.21
2005,21.20,02/23,12.35,11/11,16.09
2006,119.00,12/29,13.50,01/04,41.97
2007,122.00,01/02,28.75,12/21,72.25
2008,37.25,03/07,7.16,11/20,20.59
2009,23.30,10/27,7.98,02/02,16.70
2010,27.15,03/23,14.00,11/04,19.98
2011,21.00,07/01,9.50,12/20,17.22
2012,14.30,02/16,5.26,10/30,10.64
2013,19.75,11/29,5.60,01/04,14.69
2014,17.10,01/02,5.70,05/22,12.61
2015,15.50,03/23,4.68,01/14,10.29
2016,18.20,11/18,5.50,01/28,11.83
2017,41.45,06/26,15.70,01/06,29.95
