卜蜂,	1215
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.40,2/21,3.71,11/21,8.27
2001,8.25,4/25,4.60,10/09,5.96
2002,9.10,4/25,4.95,10/08,6.69
2003,8.10,1/23,4.55,5/05,5.78
2004,9.20,2/12,5.60,1/27,7.27
2005,7.35,1/03,3.85,11/08,5.31
2006,9.28,12/26,3.91,3/23,5.51
2007,20.50,8/14,8.26,1/11,14.30
2008,21.65,5/26,7.18,10/28,14.63
2009,19.20,6/05,9.90,3/03,14.89
2010,22.00,11/11,12.75,2/08,17.18
2011,21.30,1/04,12.80,11/25,16.92
2012,17.20,2/29,12.80,6/04,14.41
2013,16.50,3/13,14.50,8/29,15.37
2014,29.60,6/27,15.40,2/05,23.45
2015,29.60,3/31,17.40,8/25,24.78
2016,49.80,10/28,21.40,1/22,34.30
2017,78.80,7/12,44.90,2/14,61.35
