恆大,	1325
Year,最高價,日期,最低價,日期,收盤平均價
2000,20.90,9/26,10.50,12/28,14.32
2001,20.70,3/12,7.10,10/30,11.88
2002,11.75,4/29,6.65,10/04,8.63
2003,19.60,5/08,7.60,3/28,10.72
2004,13.60,2/04,6.85,12/20,8.77
2005,18.80,11/17,7.20,1/28,10.14
2006,15.75,2/20,9.45,6/09,11.63
2007,15.05,7/18,10.20,3/14,12.16
2008,16.90,5/20,6.82,10/28,11.22
2009,34.50,8/27,8.58,3/03,20.91
2010,27.55,9/09,19.00,2/08,23.99
2011,29.50,3/17,16.95,8/11,21.37
2012,20.40,3/05,15.75,7/26,17.17
2013,24.80,4/29,16.90,3/06,18.89
2014,23.60,10/16,17.70,4/25,19.50
2015,24.40,6/03,17.85,8/24,20.31
2016,21.35,12/12,18.95,5/09,19.95
2017,23.05,2/14,19.00,11/17,20.44
2018,19.90,1/03,16.40,12/28,17.87
2019,17.00,12/31,15.40,12/26,15.94
