中鼎,	9933
Year,最高價,日期,最低價,日期,收盤平均價
2001,18.00,3/27,8.25,9/21,12.07
2002,22.30,12/11,10.35,1/02,14.88
2003,28.70,12/22,16.60,4/28,23.19
2004,31.60,2/11,15.40,5/18,20.96
2005,20.50,1/03,12.35,11/10,16.78
2006,30.40,12/28,12.90,1/19,18.37
2007,33.55,1/23,18.60,12/24,27.07
2008,29.20,4/17,17.45,10/28,23.25
2009,36.00,8/14,19.80,2/11,27.65
2010,36.35,8/23,30.80,1/26,33.19
2011,42.15,12/21,31.00,3/15,36.73
2012,69.50,10/01,40.00,2/04,54.23
2013,65.50,3/15,42.30,8/22,54.53
2014,56.00,6/13,39.70,2/06,48.93
2015,55.50,4/24,33.05,12/14,46.57
2016,51.80,11/28,34.60,1/14,44.56
2017,54.50,3/29,43.00,12/15,49.07
