志聯,	2024
Year,最高價,日期,最低價,日期,收盤平均價
2000,10.15,2/21,1.26,12/30,4.30
2001,3.04,2/21,0.26,12/07,1.35
2002,4.07,7/25,0.31,1/04,2.27
2003,5.90,2/07,2.30,5/06,3.55
2004,12.00,3/05,3.38,1/02,7.02
2005,7.05,1/04,3.20,10/20,4.60
2006,9.90,12/29,3.77,3/23,5.20
2007,11.15,4/17,5.02,12/24,8.09
2008,13.55,5/20,3.84,10/28,7.61
2009,6.75,4/14,4.13,3/03,5.28
2010,8.20,1/12,5.35,2/06,6.73
2011,10.10,1/13,6.85,8/09,8.44
2012,9.20,2/21,4.82,11/07,6.36
2013,7.91,12/13,5.49,8/06,6.41
2014,10.80,8/26,6.71,4/28,8.11
2015,9.95,5/04,6.40,8/21,8.06
2016,9.32,11/23,6.12,1/18,7.24
2017,11.60,11/06,8.33,1/11,9.23
2018,12.50,4/02,8.85,10/25,10.37
