好樂迪,	9943
Year,最高價,日期,最低價,日期,收盤平均價
2002,27.70,8/26,19.00,10/14,22.37
2003,27.80,2/06,17.20,5/05,22.91
2004,30.10,2/26,15.90,8/19,20.92
2005,26.95,6/14,18.00,11/07,21.97
2006,25.90,5/09,18.00,11/06,20.60
2007,25.00,7/24,18.20,6/22,20.48
2008,24.80,5/22,10.55,11/07,18.87
2009,32.75,12/31,11.50,1/13,21.95
2010,32.65,1/04,23.30,5/21,26.94
2011,51.70,8/12,27.20,3/16,37.51
2012,57.50,8/06,38.10,11/19,46.63
2013,46.50,6/07,34.00,11/12,39.38
2014,48.00,6/19,32.00,10/17,38.26
2015,67.70,8/06,38.20,1/06,53.10
2016,61.90,3/28,47.95,10/07,51.49
2017,56.10,6/21,48.90,8/11,51.88
2018,59.70,6/21,51.20,2/09,56.52
