英業達,	2356
Year,最高價,日期,最低價,日期,收盤平均價
2000,102.00,1/13,28.60,11/20,61.57
2001,46.60,3/28,14.10,9/19,28.18
2002,35.90,1/28,19.10,10/07,26.68
2003,25.30,7/08,18.90,5/02,21.32
2004,24.40,4/22,14.65,12/02,18.97
2005,23.45,12/29,13.00,4/21,15.84
2006,29.05,12/21,17.10,3/24,21.61
2007,29.60,1/15,16.55,12/18,22.99
2008,20.30,5/22,7.70,11/20,15.88
2009,21.20,6/02,8.55,1/21,16.75
2010,20.60,1/19,15.30,9/03,17.18
2011,17.45,1/28,9.50,11/24,13.51
2012,14.65,3/16,8.60,7/26,10.99
2013,29.45,10/09,10.75,3/22,18.39
2014,32.35,2/27,18.55,10/16,25.49
2015,24.70,1/29,13.30,8/24,20.12
2016,26.85,10/04,19.60,4/06,23.00
2017,27.10,7/12,21.10,4/21,23.39
