裕融,	9941
Year,最高價,日期,最低價,日期,收盤平均價
2001,38.30,12/18,26.70,9/24,30.37
2002,36.40,1/07,24.40,10/08,30.35
2003,31.00,11/06,26.50,5/02,28.44
2004,35.50,3/05,26.50,7/20,30.04
2005,34.95,6/27,26.70,10/26,29.64
2006,28.40,1/12,17.00,9/14,23.24
2007,24.30,7/05,19.20,8/17,21.20
2008,25.30,5/12,14.75,10/28,20.30
2009,38.70,11/17,16.00,1/05,26.97
2010,65.50,10/06,30.00,2/06,45.17
2011,89.40,6/30,46.00,12/19,62.44
2012,74.50,7/30,48.60,1/02,64.59
2013,83.30,12/02,65.80,1/17,74.42
2014,87.50,7/02,70.20,10/27,77.80
2015,83.30,5/05,61.30,8/24,75.85
2016,79.70,12/13,67.50,1/28,73.28
2017,128.00,8/08,76.80,1/03,100.82
2018,138.00,4/12,81.20,10/25,108.56
