中美實,	4702
Year,最高價,日期,最低價,日期,收盤平均價
2000,26.90,02/21,6.60,12/11,16.02
2001,10.85,03/12,4.40,10/30,7.19
2002,7.50,01/02,3.02,10/11,4.90
2003,4.74,01/15,2.74,04/30,3.89
2004,5.10,02/11,1.57,09/22,2.87
2005,4.09,09/07,1.86,01/03,3.38
2006,3.65,12/04,2.23,09/14,2.82
2007,14.30,08/02,2.98,01/11,6.85
2008,8.56,05/22,2.26,11/24,5.36
2009,5.58,05/26,2.65,01/15,4.48
2010,31.25,09/08,4.27,01/06,15.11
2011,30.00,08/09,12.70,03/15,19.10
2012,41.30,11/13,15.00,04/17,27.53
2013,38.30,01/07,16.00,11/25,25.85
2014,30.10,04/14,16.20,10/28,23.92
2015,19.00,04/20,8.11,08/25,13.51
2016,12.40,03/22,7.30,10/13,9.93
2017,8.90,02/07,4.88,07/25,6.29
