新華,	5481
Year,最高價,日期,最低價,日期,收盤平均價
2001,54.50,04/30,16.40,10/08,30.24
2002,38.40,04/16,14.10,12/19,24.01
2003,28.40,12/31,10.20,05/05,17.54
2004,43.50,06/08,23.70,01/29,32.47
2005,28.10,03/14,13.60,09/05,21.03
2006,40.00,05/19,21.60,02/27,29.86
2007,30.15,01/29,14.70,12/26,24.51
2008,15.80,02/29,5.60,11/20,11.43
2009,16.55,10/26,5.55,01/09,12.93
2010,19.00,04/30,11.05,11/09,16.01
2011,16.30,06/09,7.58,11/24,13.89
2012,11.30,03/02,7.00,11/05,9.60
2013,9.49,09/24,6.79,01/14,8.09
2014,22.00,09/18,8.51,04/17,17.53
2015,21.90,01/22,13.15,11/12,17.66
2016,18.50,10/03,14.10,04/06,16.29
2017,26.00,11/16,13.95,07/04,21.15
